key_0,inv_uva,inv_innov,gender,birth,race,venture_nums,entrepreneur,first_venture_age,instate,family_ent,small_bus_exp,last_deg,last_field,founder,investor,board_member,early_emp
20045,Not involved at all,Not involved at all,Female,1977.0,Asian,0,0,,1.0,0.0,0.0,Bachelor's,Business,0,0,0,0
20046,Not very involved,Somewhat involved,Female,1976.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Sciences,0,0,0,0
20047,Somewhat involved,Somewhat involved,Female,1975.0,White,0,0,,0.0,0.0,1.0,Master's,Architecture,0,0,0,0
20049,Not very involved,Very involved,Female,1972.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Humanities,0,0,0,0
20050,Not very involved,Not very involved,Male,1939.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
20051,Not very involved,Somewhat involved,Female,1978.0,White,0,0,,0.0,0.0,0.0,Ph.D.,Social Sciences,0,0,0,0
20052,Not very involved,Not very involved,Female,1957.0,White,0,0,,1.0,0.0,1.0,Master's,Social Sciences,0,0,0,0
20053,Not involved at all,Somewhat involved,Male,1989.0,Hispanic or Latino,0,0,,0.0,1.0,1.0,Bachelor's,Sciences,0,0,0,0
20054,Not involved at all,Not very involved,Female,1985.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
20055,Not involved at all,Not very involved,Male,1964.0,White,2,1,21.0,0.0,1.0,1.0,Bachelor's,Humanities,1,0,0,1
20057,Not involved at all,Not very involved,Male,1952.0,White,1,1,33.0,1.0,0.0,1.0,Master's,Architecture,1,0,0,0
20058,Not involved at all,Not involved at all,Male,1948.0,White,1,1,43.0,1.0,0.0,1.0,Master's,Architecture,0,0,1,1
20059,Not involved at all,Somewhat involved,Female,1988.0,White,0,0,,1.0,1.0,,Bachelor's,Sciences,0,0,0,0
20060,Not very involved,Very involved,Male,1955.0,White,2,1,47.0,1.0,1.0,0.0,Ph.D.,Business,1,0,1,0
20064,Not involved at all,Somewhat involved,Female,1985.0,White,0,0,,1.0,0.0,1.0,Master's,Sciences,0,0,0,0
20065,Not involved at all,Not involved at all,Male,1945.0,White,0,0,,1.0,0.0,1.0,Master's,Education,0,0,0,0
20067,Not involved at all,Very involved,Male,1966.0,White,0,0,,0.0,0.0,1.0,Ph.D.,Education,0,0,0,0
20068,Not involved at all,Not involved at all,Female,1989.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20070,Somewhat involved,Not involved at all,Male,1986.0,Black or African American,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
20071,Somewhat involved,Not very involved,Male,1946.0,White,2,1,34.0,0.0,1.0,1.0,J.D.,Law,1,1,1,1
20072,Not very involved,Not very involved,Male,1941.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
20073,Not involved at all,Very involved,Female,1955.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Social Sciences,0,0,0,0
20074,Not involved at all,Not very involved,Female,1978.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Sciences,0,0,0,0
20076,Not involved at all,Not very involved,Male,1949.0,White,0,0,,1.0,,1.0,Master's,Education,0,0,0,0
20078,Not involved at all,Somewhat involved,Male,1955.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Engineering,0,0,0,0
20079,Not involved at all,Somewhat involved,Male,1951.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
20081,Not involved at all,Very involved,Female,1939.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Social Sciences,0,0,0,0
20082,Not involved at all,Not involved at all,Female,1963.0,White,0,0,,1.0,1.0,0.0,Master's,Medicine/Healthcare,0,0,0,0
20083,Not involved at all,Not very involved,Male,1963.0,White,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
20084,Not involved at all,Not involved at all,Male,1982.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
20086,Not involved at all,Somewhat involved,Female,1982.0,White,0,0,,1.0,1.0,0.0,Ph.D.,Sciences,0,0,0,0
20087,Not very involved,Somewhat involved,Female,1987.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Other,0,0,0,0
20088,Not involved at all,Not involved at all,Male,1954.0,White,3,1,28.0,0.0,1.0,0.0,Bachelor's,Social Sciences,1,0,0,0
20091,Not involved at all,Not involved at all,Female,1989.0,White,0,0,,1.0,,0.0,Bachelor's,Social Sciences,0,0,0,0
20092,Not involved at all,Not involved at all,Female,1990.0,Hispanic or Latino,0,0,,1.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20093,Very involved,Very involved,Male,1947.0,White,3,1,31.0,0.0,0.0,1.0,Bachelor's,Social Sciences,0,1,1,0
20094,Not involved at all,Somewhat involved,Male,1957.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Business,0,0,0,0
20095,Not involved at all,Not involved at all,Female,1990.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Sciences,0,0,0,0
20097,Not involved at all,Somewhat involved,Female,1965.0,White,8,1,22.0,1.0,0.0,1.0,Bachelor's,Social Sciences,1,0,0,1
20098,Very involved,Not involved at all,Male,1951.0,White,1,1,60.0,0.0,1.0,0.0,J.D.,Law,1,0,0,1
20099,Not involved at all,Not involved at all,Male,1988.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20101,Not involved at all,Not very involved,Male,1966.0,White,1,1,30.0,0.0,1.0,1.0,Master's,Social Sciences,1,0,0,1
20103,Not involved at all,Somewhat involved,Male,1976.0,White,0,0,,0.0,0.0,0.0,Ph.D.,Humanities,0,0,0,0
20104,Very involved,Not involved at all,Female,1960.0,White,3,1,36.0,1.0,1.0,1.0,Bachelor's,Humanities,0,0,1,0
20105,Not very involved,Somewhat involved,Male,1946.0,American Indian or Alaskan Native,2,1,27.0,0.0,1.0,0.0,J.D.,Law,1,1,1,1
20107,Not involved at all,Somewhat involved,Female,1985.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Other,0,0,0,0
20108,Not involved at all,Not involved at all,Female,1956.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20109,Not involved at all,Somewhat involved,Female,1975.0,Two or more races,0,0,,0.0,0.0,0.0,Others,Engineering,0,0,0,0
20110,Somewhat involved,Not very involved,Female,1982.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Fine Arts,0,0,0,0
20111,Not involved at all,Somewhat involved,Male,1948.0,Two or more races,2,1,40.0,0.0,1.0,1.0,J.D.,Law,1,0,1,1
20112,Not involved at all,Somewhat involved,Female,1957.0,White,2,1,50.0,0.0,1.0,1.0,Bachelor's,Social Sciences,1,1,1,1
20115,Not involved at all,Very involved,Female,1943.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20116,Not involved at all,Somewhat involved,Male,1956.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
20119,Not involved at all,Not very involved,Female,1943.0,White,1,1,,1.0,0.0,0.0,Master's,Education,0,0,1,0
20124,Not involved at all,Not involved at all,Female,1966.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
20125,Not involved at all,Not involved at all,Female,1977.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Sciences,0,0,0,0
20126,Not involved at all,Not involved at all,Male,1952.0,White,1,1,32.0,0.0,0.0,1.0,Bachelor's,Other,1,0,0,0
20127,Not involved at all,Very involved,Male,1960.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Humanities,0,0,0,0
20128,Not involved at all,Somewhat involved,Male,1981.0,White,0,0,,0.0,0.0,0.0,M.D.,Medicine/Healthcare,0,0,0,0
20131,Not involved at all,Very involved,Male,1970.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
20134,Not involved at all,Not involved at all,Female,1986.0,White,0,0,,0.0,0.0,0.0,Master's,Education,0,0,0,0
20135,Not involved at all,Somewhat involved,Male,1948.0,White,1,1,52.0,0.0,1.0,0.0,Ph.D.,Social Sciences,0,0,1,0
20137,Not involved at all,Very involved,Female,1959.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
20138,Not involved at all,Not involved at all,Female,1956.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
20140,Not involved at all,Somewhat involved,Male,1958.0,White,1,1,46.0,1.0,1.0,0.0,Ph.D.,Sciences,1,0,0,0
20141,Not involved at all,Somewhat involved,Male,1973.0,Hispanic or Latino,3,1,27.0,0.0,0.0,1.0,Bachelor's,Social Sciences,1,0,0,1
20143,Not involved at all,Somewhat involved,Male,1978.0,White,0,0,,0.0,1.0,1.0,Ph.D.,Social Sciences,0,0,0,0
20145,Not involved at all,Not very involved,Male,1953.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20146,Not very involved,Not involved at all,Male,1988.0,Two or more races,0,0,,1.0,0.0,1.0,Bachelor's,Engineering,0,0,0,0
20148,Not involved at all,Not very involved,Male,1978.0,Black or African American,1,1,28.0,0.0,1.0,0.0,Bachelor's,Engineering,1,0,1,1
20149,Not involved at all,Not very involved,Male,1962.0,White,0,0,,0.0,1.0,0.0,Master's,Business,0,0,0,0
20150,Not involved at all,Not involved at all,Female,1977.0,White,0,0,,0.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
20151,Not involved at all,Somewhat involved,Male,1985.0,White,0,0,,0.0,1.0,0.0,J.D.,Law,0,0,0,0
20152,Not involved at all,Somewhat involved,Female,1961.0,White,1,1,45.0,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,1
20154,Not involved at all,Not very involved,Female,1952.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
20159,Not involved at all,Not involved at all,Male,1971.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
20165,Not involved at all,Not involved at all,Female,1985.0,White,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
20166,Not involved at all,Not involved at all,Female,1964.0,White,0,0,,1.0,1.0,1.0,M.D.,Medicine/Healthcare,0,0,0,0
20167,Not involved at all,Not involved at all,Male,1935.0,White,0,0,,1.0,,1.0,Bachelor's,Business,0,0,0,0
20168,Not involved at all,Not involved at all,Female,1957.0,American Indian or Alaskan Native,0,0,,1.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
20170,Not involved at all,Not involved at all,Male,1979.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Business,0,0,0,0
20171,Not involved at all,Somewhat involved,Female,1969.0,White,0,0,,0.0,0.0,0.0,Ph.D.,Humanities,0,0,0,0
20173,Not very involved,Not very involved,Male,1982.0,White,1,1,,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,1
20174,Not involved at all,Not very involved,Female,1957.0,White,2,1,30.0,1.0,0.0,1.0,J.D.,Law,0,0,1,0
20175,Not involved at all,Not involved at all,Female,1983.0,White,0,0,,0.0,0.0,1.0,Master's,Engineering,0,0,0,0
20177,Not very involved,Somewhat involved,Male,1931.0,White,3,1,,1.0,1.0,1.0,J.D.,Business,0,0,1,0
20179,Not involved at all,Not involved at all,Female,1962.0,White,1,1,50.0,1.0,0.0,1.0,M.D.,Medicine/Healthcare,1,1,1,1
20182,Not very involved,Very involved,Male,1955.0,White,4,1,30.0,0.0,1.0,1.0,Ph.D.,Engineering,1,1,0,1
20183,Very involved,Somewhat involved,Male,1938.0,White,3,1,33.0,0.0,1.0,0.0,Ph.D.,Engineering,1,0,0,0
20184,Somewhat involved,Somewhat involved,Female,1989.0,Hispanic or Latino,2,1,,0.0,1.0,1.0,Bachelor's,Humanities,0,0,0,1
20185,Not involved at all,Not very involved,Female,1950.0,White,3,1,33.0,0.0,1.0,1.0,Ph.D.,Education,1,0,1,0
20186,Not involved at all,Very involved,Male,1956.0,White,0,0,,0.0,0.0,0.0,Ph.D.,Social Sciences,0,0,0,0
20187,Not involved at all,Not involved at all,Male,1959.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Business,0,0,0,0
20189,Somewhat involved,Not involved at all,Male,1974.0,White,0,0,,0.0,0.0,0.0,Master's,Business,0,0,0,0
20190,Not involved at all,Not very involved,Male,1982.0,White,0,0,,0.0,1.0,1.0,J.D.,Law,0,0,0,0
20191,Not involved at all,Somewhat involved,Male,1953.0,White,0,0,,1.0,0.0,1.0,Master's,Business,0,0,0,0
20192,Not involved at all,Not very involved,Female,1946.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
20193,Not very involved,Somewhat involved,Female,1988.0,White,0,0,,1.0,1.0,1.0,Master's,Engineering,0,0,0,0
20194,Not involved at all,Very involved,Male,1935.0,White,0,0,,1.0,1.0,0.0,Ph.D.,Social Sciences,0,0,0,0
20195,Not involved at all,Not very involved,Male,1964.0,White,0,0,,0.0,0.0,1.0,J.D.,Law,0,0,0,0
20196,Not involved at all,Not very involved,Male,1950.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Other,0,0,0,0
20198,Not involved at all,Not very involved,Female,1963.0,White,0,0,,1.0,1.0,0.0,Master's,Education,0,0,0,0
20199,Not involved at all,Not very involved,Female,1989.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Business,0,0,0,0
20200,Not involved at all,Not very involved,Female,1963.0,White,0,0,,1.0,1.0,0.0,Master's,Architecture,0,0,0,0
20201,Not involved at all,Not very involved,Male,1947.0,White,1,1,44.0,0.0,1.0,1.0,Bachelor's,Business,1,0,0,0
20202,Not very involved,Not very involved,Female,1972.0,Black or African American,0,0,,0.0,1.0,0.0,Bachelor's,Other,0,0,0,0
20203,Not very involved,Not involved at all,Female,1954.0,White,0,0,,1.0,0.0,1.0,Master's,Medicine/Healthcare,0,0,0,0
20205,Somewhat involved,Very involved,Male,1968.0,White,2,1,40.0,1.0,1.0,1.0,Master's,Business,1,1,0,0
20206,Not involved at all,Very involved,Female,1976.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
20207,Not involved at all,Not very involved,Female,1963.0,White,0,0,,1.0,0.0,0.0,J.D.,Law,0,0,0,0
20209,Not involved at all,Somewhat involved,Male,1959.0,White,0,0,,1.0,0.0,1.0,Master's,Public Policy,0,0,0,0
20210,Not involved at all,Somewhat involved,Female,1984.0,White,0,0,,1.0,0.0,0.0,Ph.D.,Sciences,0,0,0,0
20212,Not involved at all,Not very involved,Male,1947.0,White,2,1,29.0,0.0,1.0,1.0,Master's,Architecture,1,0,0,0
20214,Not very involved,Not involved at all,Female,1963.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Medicine/Healthcare,0,0,0,0
20216,Not involved at all,Very involved,Male,1970.0,White,1,1,28.0,0.0,1.0,0.0,J.D.,Law,0,0,0,1
20217,Not involved at all,Not involved at all,Female,1957.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,0
20220,Not involved at all,Not involved at all,Female,1990.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Sciences,0,0,0,0
20221,Not involved at all,Very involved,Male,1987.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20222,Not involved at all,Somewhat involved,Male,1948.0,White,1,1,30.0,0.0,1.0,1.0,Others,Education,1,1,1,1
20224,Not very involved,Very involved,Male,1956.0,White,1,1,29.0,0.0,0.0,1.0,Others,Business,1,1,1,1
20225,Not involved at all,Very involved,Male,1948.0,White,0,0,,0.0,0.0,1.0,Ed.D.,Education,0,0,0,0
20226,Not involved at all,Not involved at all,Male,1955.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20228,Very involved,Not involved at all,Female,1984.0,White,1,1,22.0,0.0,0.0,1.0,Master's,Business,0,0,0,1
20230,Not involved at all,Somewhat involved,Female,1975.0,White,0,0,,1.0,0.0,0.0,Master's,Education,0,0,0,0
20231,Not involved at all,Somewhat involved,Female,1959.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Medicine/Healthcare,0,0,0,0
20232,Somewhat involved,Somewhat involved,Male,1947.0,White,2,1,26.0,0.0,1.0,0.0,Bachelor's,Humanities,1,0,0,1
20233,Not involved at all,Not involved at all,Male,1949.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
20234,Not involved at all,Somewhat involved,Male,1967.0,White,0,0,,1.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
20235,Not involved at all,Not involved at all,Male,1977.0,White,1,1,,1.0,1.0,1.0,M.D.,Medicine/Healthcare,1,0,0,0
20238,Not involved at all,Not very involved,Male,1947.0,White,0,0,,0.0,0.0,1.0,Master's,Engineering,0,0,0,0
20239,Not very involved,Not involved at all,Female,1967.0,White,0,0,,1.0,1.0,1.0,Master's,Education,0,0,0,0
20240,Not involved at all,Not involved at all,Male,1957.0,Black or African American,0,0,,1.0,0.0,1.0,Bachelor's,Other,0,0,0,0
20242,Not involved at all,Not involved at all,Male,1967.0,White,0,0,,0.0,0.0,1.0,Bachelor's,Other,0,0,0,0
20244,Not very involved,Somewhat involved,Male,1974.0,White,0,0,,1.0,0.0,0.0,Master's,Engineering,0,0,0,0
20246,Not involved at all,Not involved at all,Male,1955.0,White,1,1,34.0,1.0,0.0,0.0,Master's,Business,1,0,0,0
20247,Not involved at all,Not involved at all,Male,1952.0,Hispanic or Latino,2,1,31.0,0.0,1.0,1.0,Master's,Business,1,1,1,0
20248,Not involved at all,Very involved,Female,1946.0,White,2,1,,0.0,0.0,1.0,Master's,Sciences,0,0,1,0
20249,Not involved at all,Not involved at all,Female,1968.0,White,2,1,26.0,1.0,1.0,0.0,Master's,Other,1,0,0,0
20251,Not very involved,Somewhat involved,Male,1959.0,Two or more races,0,0,,1.0,1.0,1.0,Master's,Engineering,0,0,0,0
20252,Not involved at all,Very involved,Female,1978.0,White,1,1,22.0,1.0,1.0,0.0,Bachelor's,Public Policy,1,0,0,0
20254,Not involved at all,Very involved,Male,1946.0,White,0,0,,1.0,0.0,0.0,Master's,Education,0,0,0,0
20255,Not very involved,Somewhat involved,Female,1984.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Humanities,0,0,0,0
20257,Not involved at all,Not involved at all,Male,1990.0,White,0,0,,0.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20259,Not involved at all,Not involved at all,Male,1955.0,White,0,0,,0.0,0.0,0.0,Ph.D.,Social Sciences,0,0,0,0
20262,Not involved at all,Not involved at all,Female,1969.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Other,0,0,0,0
20263,Not involved at all,Not involved at all,Male,1945.0,White,1,1,37.0,0.0,1.0,0.0,Bachelor's,Public Policy,1,0,0,0
20264,Not involved at all,Very involved,Male,1985.0,White,1,1,26.0,1.0,0.0,0.0,Bachelor's,Sciences,1,0,0,0
20265,Not involved at all,Somewhat involved,Female,1989.0,Asian,0,0,,1.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20267,Not involved at all,Not involved at all,Female,1990.0,Black or African American,0,0,,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20268,Not involved at all,Not involved at all,Female,1979.0,White,0,0,,0.0,0.0,1.0,Master's,Education,0,0,0,0
20269,Not very involved,Somewhat involved,Female,1976.0,White,0,0,,0.0,0.0,1.0,Ph.D.,Social Sciences,0,0,0,0
20270,Not involved at all,Not very involved,Female,1956.0,White,0,0,,1.0,1.0,1.0,Master's,Public Policy,0,0,0,0
20271,Not involved at all,Not very involved,Male,1986.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Education,0,0,0,0
20272,Not involved at all,Not involved at all,Female,1976.0,Black or African American,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
20273,Somewhat involved,Somewhat involved,Male,1955.0,White,2,1,30.0,0.0,1.0,0.0,Master's,Business,1,0,0,0
20274,Not involved at all,Somewhat involved,Female,1979.0,White,0,0,,1.0,1.0,0.0,Ph.D.,Social Sciences,0,0,0,0
20275,Not very involved,Not involved at all,Female,1957.0,White,2,1,41.0,0.0,1.0,1.0,Master's,Business,1,0,0,1
20277,Not involved at all,Somewhat involved,Male,1983.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20278,Not involved at all,Somewhat involved,Female,1961.0,White,1,1,30.0,1.0,1.0,0.0,Master's,Business,0,0,0,1
20279,Not involved at all,Not involved at all,Female,1956.0,White,1,1,55.0,0.0,1.0,,Bachelor's,Education,1,0,0,1
20280,Not involved at all,Somewhat involved,Male,1945.0,White,1,1,,0.0,1.0,0.0,Bachelor's,Social Sciences,0,0,1,0
20281,Not involved at all,Very involved,Female,1973.0,White,0,0,,1.0,1.0,0.0,Master's,Social Sciences,0,0,0,0
20282,Not involved at all,Not involved at all,Female,1937.0,White,1,1,,0.0,1.0,1.0,Master's,Education,0,0,1,0
20284,Not involved at all,Not involved at all,Female,1958.0,White,0,0,,0.0,1.0,1.0,Master's,Education,0,0,0,0
20286,Not very involved,Not involved at all,Male,1960.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
20287,Not involved at all,Not involved at all,Male,1982.0,White,0,0,,1.0,1.0,1.0,Master's,Education,0,0,0,0
20291,Not involved at all,Not involved at all,Female,1968.0,White,0,0,,1.0,0.0,1.0,Master's,Other,0,0,0,0
20292,Not involved at all,Very involved,Female,1968.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Fine Arts,0,0,0,0
20293,Not very involved,Somewhat involved,Male,1954.0,White,1,1,27.0,1.0,1.0,1.0,Bachelor's,Engineering,0,0,0,1
20294,Not involved at all,Somewhat involved,Female,1963.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Humanities,0,0,0,0
20295,Not involved at all,Not involved at all,Male,1952.0,White,0,0,,1.0,0.0,0.0,Ed.D.,Education,0,0,0,0
20298,Not involved at all,Not very involved,Female,1959.0,White,0,0,,1.0,0.0,1.0,J.D.,Law,0,0,0,0
20299,Not involved at all,Not involved at all,Male,1955.0,White,1,1,38.0,1.0,0.0,1.0,M.D.,Medicine/Healthcare,0,0,0,1
20300,Not involved at all,Not involved at all,Male,1967.0,White,1,1,37.0,1.0,1.0,1.0,Bachelor's,Social Sciences,1,0,0,0
20304,Not involved at all,Somewhat involved,Male,1958.0,Black or African American,1,1,41.0,1.0,1.0,0.0,Others,Other,1,0,1,0
20305,Not involved at all,Not involved at all,Female,1986.0,White,0,0,,0.0,0.0,0.0,Bachelor's,Engineering,0,0,0,0
20306,Not very involved,Not very involved,Male,1989.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20307,Not involved at all,Very involved,Male,1952.0,White,1,1,43.0,1.0,1.0,1.0,Ph.D.,Humanities,1,0,0,0
20308,Not involved at all,Not involved at all,Female,1969.0,White,0,0,,0.0,0.0,0.0,Master's,Other,0,0,0,0
20309,Not involved at all,Somewhat involved,Male,1982.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
20310,Not involved at all,Somewhat involved,Male,1985.0,White,0,0,,0.0,0.0,1.0,Ph.D.,Sciences,0,0,0,0
20311,Not very involved,Very involved,Male,1977.0,White,0,0,,0.0,1.0,,Bachelor's,Other,0,0,0,0
20312,Not involved at all,Not involved at all,Female,1963.0,White,0,0,,1.0,1.0,1.0,Master's,Education,0,0,0,0
20313,Not involved at all,Somewhat involved,Male,1972.0,White,0,0,,0.0,1.0,0.0,Bachelor's,Engineering,0,0,0,0
20314,Very involved,Not involved at all,Male,1935.0,White,1,1,41.0,1.0,1.0,1.0,J.D.,Law,1,0,0,0
20315,Not very involved,Not involved at all,Female,1963.0,White,1,1,37.0,1.0,1.0,1.0,Master's,Architecture,1,0,0,0
20316,Not involved at all,Not involved at all,Female,1980.0,Black or African American,0,0,,1.0,0.0,,M.D.,Medicine/Healthcare,0,0,0,0
20318,Not involved at all,Not very involved,Female,1958.0,White,2,1,30.0,1.0,1.0,1.0,J.D.,Law,1,0,1,0
20319,Not involved at all,Not involved at all,Female,1989.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Other,0,0,0,0
20320,Not very involved,Not very involved,Female,1983.0,Black or African American,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20321,Not very involved,Not very involved,Female,1987.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20323,Not involved at all,Very involved,Male,1968.0,White,2,1,34.0,1.0,1.0,1.0,J.D.,Law,0,0,1,1
20325,Not involved at all,Not very involved,Female,1967.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Humanities,0,0,0,0
20326,Very involved,Very involved,Female,1968.0,White,3,1,25.0,1.0,1.0,1.0,Bachelor's,Fine Arts,1,1,1,0
20327,Not involved at all,Not involved at all,Male,1952.0,White,0,0,,0.0,0.0,0.0,Master's,Humanities,0,0,0,0
20328,Not involved at all,Not involved at all,Male,1961.0,White,0,0,,1.0,0.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20329,Not very involved,Somewhat involved,Female,1984.0,White,0,0,,1.0,1.0,1.0,Bachelor's,Medicine/Healthcare,0,0,0,0
20330,Not involved at all,Not involved at all,Female,1959.0,Black or African American,0,0,,1.0,1.0,1.0,Bachelor's,Other,0,0,0,0
20334,Not very involved,Very involved,Male,1956.0,White,0,0,,1.0,1.0,0.0,Master's,Engineering,0,0,0,0
20335,Not very involved,Somewhat involved,Female,1990.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20336,Not involved at all,Very involved,Female,1958.0,White,1,1,37.0,0.0,0.0,1.0,J.D.,Law,0,0,1,0
20337,Not involved at all,Not involved at all,Female,1960.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Engineering,0,0,0,0
20338,Not involved at all,Not involved at all,Male,1928.0,White,0,0,,0.0,0.0,0.0,J.D.,Law,0,0,0,0
20339,Not involved at all,Not involved at all,Female,1977.0,White,0,0,,1.0,1.0,1.0,J.D.,Law,0,0,0,0
20340,Not very involved,Somewhat involved,Female,1985.0,Two or more races,0,0,,0.0,1.0,1.0,Bachelor's,Social Sciences,0,0,0,0
20343,Not involved at all,Not involved at all,Male,1948.0,White,0,0,,1.0,0.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20344,Somewhat involved,Very involved,Female,1988.0,White,0,0,,1.0,0.0,,Bachelor's,Engineering,0,0,0,0
20346,Not involved at all,Not involved at all,Female,1948.0,White,0,0,,1.0,0.0,1.0,Ph.D.,Other,0,0,0,0
20347,Not involved at all,Not very involved,Female,1973.0,Black or African American,0,0,,0.0,1.0,0.0,Bachelor's,Social Sciences,0,0,0,0
20348,Somewhat involved,Not very involved,Male,1968.0,White,0,0,,1.0,1.0,1.0,Master's,Business,0,0,0,0
20351,Not involved at all,Not involved at all,Male,1976.0,White,2,1,32.0,0.0,0.0,1.0,Master's,Business,1,1,1,0
20353,Not very involved,Not very involved,Male,1960.0,White,3,1,25.0,0.0,0.0,1.0,Master's,Architecture,0,0,1,1
20354,Not involved at all,Very involved,Male,1954.0,White,0,0,,0.0,0.0,1.0,Ph.D.,Education,0,0,0,0
20358,Not involved at all,Somewhat involved,Female,1947.0,White,2,1,26.0,0.0,1.0,0.0,Bachelor's,Education,1,1,1,1
20359,Not involved at all,Not very involved,Female,1952.0,White,1,1,36.0,1.0,0.0,0.0,Bachelor's,Humanities,1,0,0,0
20361,Not involved at all,Somewhat involved,Female,1981.0,White,0,0,,0.0,1.0,0.0,Ph.D.,Humanities,0,0,0,0
20362,Not involved at all,Somewhat involved,Female,1984.0,Hispanic or Latino,0,0,,1.0,0.0,1.0,Others,Other,0,0,0,0
20363,Not involved at all,Somewhat involved,Female,1967.0,White,0,0,,1.0,1.0,0.0,Ph.D.,Education,0,0,0,0
